id,length
CKLF-CMTM1,26549.0
CKM,16962.0
CKMT1A,9616.0
CKMT1B,11848.0
CKMT2,33080.0
CKS1B,4611.0
CKS2,5561.0
CLASP1,311824.0
CLASP2,222228.0
CLASRP,31912.0
CLBA1,24708.0
CLC,6775.0
CLCA1,33033.0
CLCA2,32383.0
CLCA4,33683.0
CLCC1,81643.0
CLCF1,10010.0
CLCN1,35973.0
CLCN2,17090.0
CLCN3,111236.0
CLCN4,80718.0
CLCN5,176640.0
CLCN6,41984.0
CLCN7,30171.0
CLCNKA,15964.0
CLCNKB,17116.0
CLDN1,16740.0
CLDN10,146156.0
CLDN11,35869.0
CLDN12,129682.0
CLDN14,115954.0
CLDN15,6729.0
CLDN16,89939.0
CLDN17,1241.0
CLDN18,34921.0
CLDN19,7162.0
CLDN2,30738.0
CLDN20,12536.0
CLDN22,2177.0
CLDN23,2160.0
CLDN24,663.0
CLDN25,690.0
CLDN3,1274.0
CLDN34,6929.0
CLDN4,33149.0
CLDN5,4522.0
CLDN6,5367.0
CLDN7,4670.0
CLDN8,2092.0
CLDN9,1583.0
CLDND1,25155.0
CLDND2,1906.0
CLEC10A,6630.0
CLEC11A,2434.0
CLEC12A,44379.0
CLEC12B,8170.0
CLEC14A,2094.0
CLEC16A,237648.0
CLEC17A,28952.0
CLEC18A,13748.0
CLEC18B,15549.0
CLEC18C,14040.0
CLEC19A,36415.0
CLEC1A,42074.0
CLEC1B,27783.0
CLEC20A,20395.0
CLEC2A,33698.0
CLEC2B,18267.0
CLEC2D,34585.0
CLEC2L,21301.0
CLEC3A,44247.0
CLEC3B,34524.0
CLEC4A,14991.0
CLEC4C,26975.0
CLEC4D,12892.0
CLEC4E,7601.0
CLEC4F,11957.0
CLEC4G,4950.0
CLEC4M,6454.0
CLEC5A,19651.0
CLEC6A,22369.0
CLEC7A,13482.0
CLEC9A,35354.0
CLGN,39710.0
CLHC1,60017.0
CLIC1,9978.0
CLIC2,58463.0
CLIC3,1961.0
CLIC4,98980.0
CLIC5,199522.0
CLIC6,49234.0
CLINT1,73427.0
CLIP1,151347.0
CLIP2,116537.0
CLIP3,18684.0
CLIP4,104233.0
CLK1,11689.0
CLK2,15624.0
CLK3,46915.0
CLK4,27952.0
CLMN,137982.0
CLMP,126845.0
CLN3,21465.0
CLN5,28484.0
CLN6,50220.0
CLN8,45934.0
CLNK,198374.0
CLNS1A,122874.0
CLOCK,119589.0
CLP1,13678.0
CLPB,149186.0
CLPP,8816.0
CLPS,3270.0
CLPSL1,12657.0
CLPSL2,3023.0
CLPTM1,38757.0
CLPTM1L,27356.0
CLPX,37175.0
CLRN1,46565.0
CLRN2,11940.0
CLRN3,15107.0
CLSPN,49785.0
CLSTN1,95068.0
CLSTN2,642213.0
CLSTN3,30869.0
CLTA,113926.0
CLTB,24064.0
CLTC,77277.0
CLTCL1,112455.0
CLTRN,48293.0
CLU,18140.0
CLUAP1,27939.0
CLUH,23278.0
CLUL1,53347.0
CLVS1,444488.0
CLVS2,76795.0
CLYBL,302819.0
CMA1,2913.0
CMAS,19501.0
CMBL,32100.0
CMC1,83559.0
CMC2,53823.0
CMC4,9515.0
CMIP,266955.0
CMKLR1,51274.0
CMKLR2,42732.0
CMPK1,61077.0
CMPK2,26066.0
CMSS1,363896.0
CMTM1,12745.0
CMTM2,8828.0
CMTM3,10019.0
CMTM4,81994.0
CMTM5,3146.0
CMTM6,28678.0
CMTM7,91382.0
CMTM8,133493.0
CMTR1,49734.0
CMTR2,8327.0
CMYA5,110831.0
CNBD1,748805.0
CNBD2,76137.0
CNBP,16191.0
CNDP1,52813.0
CNDP2,29446.0
CNEP1R1,12679.0
CNFN,3279.0
CNGA1,82174.0
CNGA2,10819.0
CNGA3,53610.0
CNGA4,10247.0
CNGB1,88789.0
CNGB3,189699.0
CNIH1,17879.0
CNIH2,7127.0
CNIH3,305900.0
CNIH4,22602.0
CNKSR1,12409.0
CNKSR2,281895.0
CNKSR3,123171.0
CNMD,36832.0
CNN1,11557.0
CNN2,12531.0
CNN3,30748.0
CNNM1,64975.0
CNNM2,171937.0
CNNM3,19138.0
CNNM4,50991.0
CNOT1,109935.0
CNOT10,88737.0
CNOT11,17444.0
CNOT2,111992.0
CNOT3,17999.0
CNOT4,148351.0
CNOT6,84068.0
CNOT6L,106229.0
CNOT7,22761.0
CNOT8,19265.0
CNOT9,28501.0
CNP,10978.0
CNPPD1,11961.0
CNPY1,81245.0
CNPY2,8323.0
CNPY3,10789.0
CNPY3-GNMT,27939.0
CNPY4,5875.0
CNR1,27502.0
CNR2,42848.0
CNRIP1,35881.0
CNST,102258.0
CNTD1,12788.0
CNTF,3069.0
CNTFR,42056.0
CNTLN,368942.0
CNTN1,379985.0
CNTN2,35353.0
CNTN3,352131.0
CNTN4,959151.0
CNTN5,1337937.0
CNTN6,311560.0
CNTNAP1,17463.0
CNTNAP2,2304997.0
CNTNAP3,223902.0
CNTNAP3B,239239.0
CNTNAP3C,122314.0
CNTNAP4,283480.0
CNTNAP5,895933.0
CNTRL,103070.0
CNTROB,17820.0
COA1,121402.0
COA3,3558.0
COA4,7137.0
COA5,10274.0
COA6,11625.0
COA7,13907.0
COA8,44564.0
COASY,4811.0
COBL,300977.0
COBLL1,190056.0
COCH,20628.0
COG1,16385.0
COG2,51522.0
COG3,71804.0
COG4,42993.0
COG5,362890.0
COG6,136040.0
COG7,64715.0
COG8,19444.0
COIL,22852.0
COL10A1,39839.0
COL11A1,232406.0
COL11A2,30086.0
COL12A1,121942.0
COL13A1,162396.0
COL14A1,313794.0
COL15A1,128118.0
COL16A1,52060.0
COL17A1,55473.0
COL18A1,108599.0
COL19A1,345913.0
COL1A1,17534.0
COL1A2,36408.0
COL20A1,41666.0
COL21A1,337505.0
COL22A1,325829.0
COL23A1,352918.0
COL24A1,427711.0
COL25A1,494028.0
COL26A1,196623.0
COL27A1,156975.0
COL28A1,179671.0
COL2A1,31723.0
COL3A1,38376.0
COL4A1,158240.0
COL4A2,207398.0
COL4A3,150169.0
COL4A4,161740.0
COL4A5,257803.0
COL4A6,283891.0
COL5A1,203041.0
COL5A2,193415.0
COL5A3,50944.0
COL6A1,23296.0
COL6A2,36130.0
COL6A3,90403.0
COL6A5,139331.0
COL6A6,159868.0
COL7A1,31257.0
COL8A1,160801.0
COL8A2,29984.0
COL9A1,87045.0
COL9A2,17327.0
COL9A3,24920.0
COLCA2,27939.0
COLEC10,113004.0
COLEC11,51859.0
COLEC12,183986.0
COLGALT1,27532.0
COLGALT2,107876.0
COLQ,71797.0
COMMD1,258906.0
COMMD10,327756.0
COMMD2,17829.0
COMMD3,4451.0
COMMD3-BMI1,13155.0
COMMD4,7216.0
COMMD5,15759.0
COMMD6,24226.0
COMMD7,41281.0
COMMD8,12944.0
COMMD9,20166.0
COMP,8533.0
COMT,28605.0
COMTD1,2435.0
COP1,262683.0
COPA,54973.0
COPB1,56671.0
COPB2,35795.0
COPE,19887.0
COPG1,28490.0
COPG2,162511.0
COPRS,7421.0
COPS2,49594.0
COPS3,34688.0
COPS4,41372.0
COPS5,40705.0
COPS6,4393.0
COPS7A,7862.0
COPS7B,27584.0
COPS8,14593.0
COPS9,10245.0
COPZ1,50647.0
COPZ2,11889.0
COQ10A,4121.0
COQ10B,21818.0
COQ2,23379.0
COQ3,24807.0
COQ4,11558.0
COQ5,31156.0
COQ6,13745.0
COQ7,12482.0
COQ8A,49427.0
COQ8B,34271.0
COQ9,13850.0
CORIN,244134.0
CORO1A,6269.0
CORO1B,8312.0
CORO1C,87455.0
CORO2A,72232.0
CORO2B,148836.0
CORO6,8168.0
CORO7,71164.0
CORO7-PAM16,80244.0
CORT,1968.0
COTL1,52483.0
COX1,27939.0
COX10,162247.0
COX11,16802.0
COX14,8376.0
COX15,21293.0
COX16,91904.0
COX17,23109.0
COX18,17394.0
COX19,76772.0
COX2,27939.0
COX20,9865.0
COX3,27939.0
COX4I1,8436.0
COX4I2,7153.0
COX5A,19561.0
COX5B,2322.0
COX6A1,2653.0
COX6A2,630.0
COX6B1,10566.0
COX6B2,5414.0
COX6C,20560.0
COX7A1,1528.0
COX7A2,12649.0
COX7A2L,91543.0
COX7B,11650.0
COX7B2,174419.0
COX7C,3342.0
COX8A,1924.0
COX8C,1175.0
CP,59589.0
CPA1,7776.0
CPA2,22936.0
CPA3,31908.0
CPA4,31047.0
CPA5,23915.0
CPA6,324341.0
CPAMD8,133865.0
CPB1,69086.0
CPB2,52116.0
CPD,91068.0
CPE,137354.0
CPEB1,105661.0
CPEB2,67673.0
CPEB3,244937.0
CPEB4,73632.0
CPED1,309284.0
CPHXL,12360.0
CPHXL2,16783.0
CPLANE1,143173.0
CPLANE2,5492.0
CPLX1,42087.0
CPLX2,87717.0
CPLX3,5176.0
CPLX4,43494.0
CPM,129374.0
CPN1,39715.0
CPN2,11772.0
CPNE1,38926.0
CPNE2,55821.0
CPNE3,47064.0
CPNE4,751856.0
CPNE5,98670.0
CPNE6,7264.0
CPNE7,21516.0
CPNE8,260609.0
CPNE9,26218.0
CPO,29957.0
CPOX,14262.0
CPPED1,144089.0
CPQ,504921.0
CPS1,201426.0
CPSF1,16633.0
CPSF2,50634.0
CPSF3,49480.0
CPSF4,18470.0
CPSF4L,13904.0
CPSF6,40287.0
CPSF7,27465.0
CPT1A,89791.0
CPT1B,9826.0
CPT1C,22834.0
CPT2,17406.0
CPTP,4142.0
CPVL,200816.0
CPXCR1,7561.0
CPXM1,6590.0
CPXM2,234061.0
CPZ,27102.0
CR1,145630.0
CR1L,93304.0
CR2,36872.0
CRABP1,7991.0
CRABP2,8498.0
CRACD,281512.0
CRACDL,142415.0
CRACR2A,158187.0
CRACR2B,5850.0
CRADD,217466.0
CRAMP1,65572.0
CRAT,17172.0
CRB1,210252.0
CRB2,24155.0
CRB3,3445.0
CRBN,35100.0
CRCP,39965.0
CRCT1,1527.0
CREB1,76252.0
CREB3,6591.0
CREB3L1,43786.0
CREB3L2,127108.0
CREB3L3,19437.0
CREB3L4,10646.0
CREB5,526574.0
CREBBP,155660.0
CREBL2,33282.0
CREBRF,82933.0
CREBZF,25167.0
CREG1,24706.0
CREG2,41954.0
CRELD1,11621.0
CRELD2,9556.0
CREM,86168.0
CRH,2089.0
CRHBP,28115.0
CRHR1,51552.0
CRHR2,48686.0
CRIM1,195405.0
CRIP1,4345.0
CRIP2,7201.0
CRIP3,9165.0
CRIPT,68622.0
CRISP1,42840.0
CRISP2,22346.0
CRISP3,17062.0
CRISPLD1,50057.0
CRISPLD2,100788.0
CRK,42474.0
CRKL,36341.0
CRLF1,35522.0
CRLF2,22234.0
CRLF3,55305.0
CRLS1,34002.0
CRMP1,145003.0
CRNKL1,21679.0
CRNN,5021.0
CROCC,232692.0
CROCC2,86982.0
CROT,54137.0
CRP,2301.0
CRPPA,414980.0
CRTAC1,165829.0
CRTAM,43162.0
CRTAP,33818.0
CRTC1,98694.0
CRTC2,10966.0
CRTC3,115456.0
CRX,23552.0
CRY1,102492.0
CRY2,36131.0
CRYAA,3803.0
CRYAB,15159.0
CRYBA1,7636.0
CRYBA2,4082.0
CRYBA4,8707.0
CRYBB1,20354.0
CRYBB2,19307.0
CRYBB3,7502.0
CRYBG1,211301.0
CRYBG2,38383.0
CRYBG3,122974.0
CRYGA,2850.0
CRYGB,3586.0
CRYGC,1692.0
CRYGD,2918.0
CRYGN,11982.0
CRYGS,8262.0
CRYL1,122208.0
CRYM,64210.0
CRYZ,31617.0
CRYZL1,54586.0
CRYZL2P-SEC16B,27939.0
CRYZL2P-SEC16B,109220.0
CS,28693.0
CSAD,23271.0
CSAG1,6253.0
CSAG2,13401.0
CSAG3,6302.0
CSDC2,16884.0
CSDE1,41792.0
CSE1L,50770.0
CSF1,20752.0
CSF1R,60082.0
CSF2,2382.0
CSF2RA,56595.0
CSF2RB,26816.0
CSF3,2456.0
CSF3R,17654.0
CSGALNACT1,353874.0
CSGALNACT2,47472.0
CSH1,1753.0
CSH2,1755.0
CSHL1,1745.0
CSK,21144.0
CSKMT,3188.0
CSMD1,2059620.0
CSMD2,651845.0
CSMD3,1214012.0
CSN1S1,15507.0
CSN2,10473.0
CSN3,13093.0
CSNK1A1,58490.0
CSNK1A1L,2406.0
CSNK1D,34678.0
CSNK1E,29354.0
CSNK1G1,191030.0
CSNK1G2,40194.0
CSNK1G3,104983.0
CSNK2A1,71338.0
CSNK2A2,40285.0
CSNK2A3,1309.0
CSNK2B,8311.0
CSNKA2IP,27939.0
CSPG4,38527.0
CSPG5,18555.0
CSPP1,134398.0
CSRNP1,12999.0
CSRNP2,22460.0
CSRNP3,219761.0
CSRP1,29571.0
CSRP2,20936.0
CSRP3,34053.0
CST1,3707.0
CST11,2808.0
CST2,2961.0
CST3,11851.0
CST4,3399.0
CST5,4148.0
CST6,1498.0
CST7,10660.0
CST8,4910.0
CST9,3508.0
CST9L,3753.0
CSTA,16722.0
CSTB,4069.0
CSTF1,13992.0
CSTF2,21155.0
CSTF2T,4110.0
CSTF3,85184.0
CSTL1,18827.0
CT45A1,9901.0
CT45A10,13974.0
CT45A2,8345.0
CT45A3,8346.0
CT45A5,9652.0
CT45A6,8103.0
CT45A7,8052.0
CT45A8,8042.0
CT45A9,8395.0
CT47A1,3285.0
CT47A10,3323.0
CT47A11,3319.0
CT47A12,2052.0
CT47A2,3323.0
CT47A3,3323.0
CT47A4,3323.0
CT47A5,3323.0
CT47A6,3323.0
CT47A7,3319.0
CT47A8,3323.0
CT47A9,3323.0
CT47B1,3260.0
CT55,14859.0
CT83,1291.0
CTAG1A,1684.0
CTAG1B,1674.0
CTAG2,1608.0
CTAGE1,4317.0
CTAGE15,2587.0
CTAGE4,2615.0
CTAGE6,2608.0
CTAGE8,2615.0
CTAGE9,2577.0
CTBP1,38900.0
CTBP2,181350.0
CTBS,24870.0
CTC1,23244.0
CTCF,77359.0
CTCFL,29687.0
CTDNEP1,9253.0
CTDP1,74701.0
CTDSP1,8807.0
CTDSP2,26803.0
CTDSPL,122590.0
CTDSPL2,101440.0
CTF1,6934.0
CTH,36578.0
CTHRC1,11453.0
CTIF,324213.0
CTLA4,20078.0
CTNNA1,324073.0
CTNNA2,1463631.0
CTNNA3,1851181.0
CTNNAL1,71077.0
CTNNB1,65356.0
CTNNBIP1,62100.0
CTNNBL1,178100.0
CTNND1,66304.0
CTNND2,932611.0
CTNS,26645.0
CTPS1,33266.0
CTPS2,125027.0
CTR9,50608.0
CTRB1,7351.0
CTRB2,3059.0
CTRC,10801.0
CTRL,4726.0
CTSA,8806.0
CTSB,27010.0
CTSC,94616.0
CTSD,11822.0
CTSE,15375.0
CTSF,5417.0
CTSG,2733.0
CTSH,28517.0
CTSK,14698.0
CTSL,7419.0
CTSO,32333.0
CTSS,35879.0
CTSV,131484.0
CTSW,3933.0
CTSZ,22553.0
CTTN,38181.0
CTTNBP2,163489.0
CTTNBP2NL,67255.0
CTU1,10819.0
CTU2,8924.0
CTXN1,1645.0
CTXN2,25884.0
CTXN3,9549.0
CTXND1,56754.0
CTXND2,26157.0
CUBN,305846.0
CUEDC1,94609.0
CUEDC2,9477.0
CUL1,103197.0
CUL2,118503.0
CUL3,115248.0
CUL4A,58916.0
CUL4B,98155.0
CUL5,98884.0
CUL7,16327.0
CUL9,42407.0
CUTA,1940.0
CUTC,53630.0
CUX1,468055.0
CUX2,316702.0
CUZD1,14018.0
CWC15,10992.0
CWC22,62426.0
CWC25,25206.0
CWC27,336045.0
CWF19L1,35389.0
CWF19L2,136242.0
CWH43,75932.0
CX3CL1,12568.0
CX3CR1,18241.0
CXADR,80609.0
CXCL1,1917.0
CXCL10,2380.0
CXCL11,7734.0
CXCL12,16329.0
CXCL13,100082.0
CXCL14,8601.0
CXCL16,6402.0
CXCL17,14719.0
CXCL2,2157.0
CXCL3,2219.0
CXCL5,3036.0
CXCL6,12425.0
CXCL8,6861.0
CXCL9,6235.0
CXCR1,4122.0
CXCR2,11963.0
CXCR3,2596.0
CXCR4,4829.0
CXCR5,13896.0
CXCR6,7421.0
CXXC1,5527.0
CXXC4,26594.0
CXXC5,37508.0
CXorf38,20649.0
CXorf49,3915.0
CXorf49B,3856.0
CXorf51A,639.0
CXorf51B,641.0
CXorf58,31703.0
CXorf65,2900.0
CXorf66,9794.0
CYB561,14811.0
CYB561A3,13587.0
CYB561D1,8881.0
CYB561D2,7622.0
CYB5A,41150.0
CYB5B,67863.0
CYB5D1,4537.0
CYB5D2,44143.0
CYB5R1,6160.0
CYB5R2,12126.0
CYB5R3,105141.0
CYB5R4,107778.0
CYB5RL,30423.0
CYBA,7809.0
CYBB,36977.0
CYBC1,9918.0
CYBRD1,35883.0
CYC1,2487.0
CYCS,6611.0
CYFIP1,114012.0
CYFIP2,129517.0
CYGB,23820.0
CYHR1,27939.0
CYLC1,25574.0
CYLC2,23178.0
CYLD,59904.0
CYP11A1,29935.0
CYP11B1,8473.0
CYP11B2,7292.0
CYP17A1,7041.0
CYP19A1,130545.0
CYP1A1,5995.0
CYP1A2,7813.0
CYP1B1,42930.0
CYP20A1,67075.0
CYP21A2,4024.0
CYP24A1,20541.0
CYP26A1,4411.0
CYP26B1,18625.0
CYP26C1,8743.0
CYP27A1,33556.0
CYP27B1,6653.0
CYP27C1,36554.0
CYP2A13,7745.0
CYP2A6,6918.0
CYP2A7,7321.0
CYP2B6,27118.0
CYP2C18,53247.0
CYP2C19,93621.0
CYP2C8,35140.0
CYP2C9,51561.0
CYP2D6,5275.0
CYP2E1,40815.0
CYP2F1,13950.0
CYP2J2,33515.0
CYP2R1,14808.0
CYP2S1,14496.0
CYP2U1,21935.0
CYP2W1,6460.0
CYP39A1,103448.0
CYP3A4,27316.0
CYP3A43,39384.0
CYP3A5,31804.0
CYP3A7,30161.0
CYP3A7-CYP3A51P,50146.0
CYP46A1,43069.0
CYP4A11,12733.0
CYP4A22,12324.0
CYP4B1,61576.0
CYP4F11,22567.0
CYP4F12,25800.0
CYP4F2,22636.0
CYP4F22,43841.0
CYP4F3,22031.0
CYP4F8,15422.0
CYP4V2,23771.0
CYP4X1,27086.0
CYP4Z1,51088.0
CYP51A1,49817.0
CYP7A1,9986.0
CYP7B1,211383.0
CYP8B1,19894.0
CYREN,78552.0
CYRIA,116873.0
CYRIB,177912.0
CYS1,24472.0
CYSLTR1,56224.0
CYSLTR2,57519.0
CYSRT1,1142.0
CYSTM1,106981.0
CYTB,27939.0
CYTH1,108251.0
CYTH2,13107.0
CYTH3,110875.0
CYTH4,33320.0
CYTIP,81734.0
CYTL1,4901.0
CYYR1,107078.0
CZIB,6554.0
D2HGDH,34221.0
DAAM1,182760.0
DAAM2,112580.0
DAB1,1551957.0
DAB2,90626.0
DAB2IP,218474.0
DACH1,429239.0
DACH2,684154.0
DACT1,14355.0
DACT2,26948.0
DACT3,13632.0
DAD1,24334.0
DAG1,66971.0
DAGLA,66613.0
DAGLB,76345.0
DALRD3,6806.0
DAND5,9602.0
DAO,42120.0
DAOA,25168.0
DAP,82044.0
DAP3,51182.0
DAPK1,211846.0
DAPK2,164998.0
DAPK3,12671.0
DAPL1,67465.0
DAPP1,53375.0
DARS1,80220.0
CIR1,27939.0
CLUAP1,27939.0
COLCA2,27939.0
COX1,27939.0
COX2,27939.0
COX3,27939.0
CSNKA2IP,27939.0
CYHR1,27939.0
CYTB,27939.0
DARS2,34269.0
DAW1,53414.0
DAXX,4702.0
DAZ1,69656.0
DAZ2,71910.0
DAZ3,50424.0
DAZ4,73198.0
DAZAP1,28152.0
DAZAP2,32639.0
DAZL,83515.0
DBF4,33338.0
DBF4B,43657.0
DBH,23016.0
DBI,5635.0
DBN1,17795.0
DBNDD1,15020.0
DBNDD2,5255.0
DBNL,24829.0
DBP,7350.0
DBR1,13962.0
DBT,67652.0
DBX1,4321.0
DBX2,36428.0
DCAF1,104222.0
DCAF10,67113.0
DCAF11,11605.0
DCAF12,41016.0
DCAF12L1,3432.0
DCAF12L2,2791.0
DCAF13,28866.0
DCAF15,8991.0
DCAF16,17313.0
DCAF17,50836.0
DCAF4,35741.0
DCAF4L1,4710.0
DCAF4L2,3269.0
DCAF5,102299.0
DCAF6,140441.0
DCAF7,44065.0
DCAF8,47674.0
DCAF8L1,3458.0
DCAF8L2,159662.0
DCAKD,37794.0
DCANP1,3135.0
DCBLD1,116042.0
DCBLD2,105789.0
DCC,1195703.0
DCD,3905.0
DCDC1,539442.0
DCDC2,188495.0
DCDC2B,7118.0
DCDC2C,144434.0
DCHS1,34480.0
DCHS2,260058.0
DCK,38377.0
DCLK1,363513.0
DCLK2,179279.0
DCLK3,52133.0
DCLRE1A,19659.0
DCLRE1B,9684.0
DCLRE1C,57074.0
DCN,42734.0
DCP1A,64255.0
DCP1B,58484.0
DCP2,45494.0
DCPS,45959.0
DCST1,17107.0
DCST2,15262.0
DCSTAMP,17603.0
DCT,42872.0
DCTD,27877.0
DCTN1,30934.0
DCTN2,17610.0
DCTN3,6979.0
DCTN4,52256.0
DCTN5,36092.0
DCTN6,27321.0
DCTPP1,6416.0
DCUN1D1,47880.0
DCUN1D2,35166.0
DCUN1D3,45504.0
DCUN1D4,73840.0
DCUN1D5,41509.0
DCX,118651.0
DCXR,2641.0
DDA1,13781.0
DDAH1,259883.0
DDAH2,3580.0
DDB1,43150.0
DDB2,24784.0
DDC,107033.0
DDHD1,116609.0
DDHD2,50341.0
DDI1,2557.0
DDI2,51587.0
DDIAS,58303.0
DDIT3,5150.0
DDIT4,2121.0
DDIT4L,4913.0
DDN,4227.0
DDO,24092.0
DDOST,9778.0
DDR1,24558.0
DDR2,156543.0
DDRGK1,15967.0
DDT,9984.0
DDTL,5671.0
DDX1,43169.0
DDX10,275947.0
DDX11,31530.0
DDX17,24223.0
DDX18,17707.0
DDX19A,27132.0
DDX19B,45643.0
DDX20,20771.0
DDX21,28938.0
DDX23,23087.0
DDX24,32929.0
DDX25,40355.0
DDX27,24731.0
DDX28,2317.0
DDX31,77615.0
DDX39A,10586.0
DDX39B,12234.0
DDX3X,31125.0
DDX3Y,16371.0
DDX4,79141.0
DDX41,5411.0
DDX42,45827.0
DDX43,22739.0
DDX46,72351.0
DDX47,16666.0
DDX49,9490.0
DDX5,9946.0
DDX50,45584.0
DDX51,7745.0
DDX52,33708.0
DDX53,3630.0
DDX54,28336.0
DDX55,18867.0
DDX56,9634.0
DDX58,27939.0
DDX59,46154.0
DDX6,43464.0
DDX60,102593.0
DDX60L,181052.0
DEAF1,62895.0
DECR1,52304.0
DECR2,10639.0
DEDD,12308.0
DEDD2,21548.0
DEF6,24092.0
DEF8,19940.0
DEFA1,2444.0
DEFA1B,2437.0
DEFA3,2491.0
DEFA4,2487.0
DEFA5,1436.0
DEFA6,1380.0
DEFB1,7345.0
DEFB103A,1272.0
DEFB103B,1461.0
DEFB104A,4807.0
DEFB104B,4776.0
DEFB105A,2877.0
DEFB105B,1923.0
DEFB106A,3915.0
DEFB106B,3895.0
DEFB107A,3997.0
DEFB107B,13466.0
DEFB108B,4511.0
DEFB109B,7375.0
DEFB110,12857.0
DEFB112,7831.0
DEFB113,949.0
DEFB114,3916.0
DEFB115,1969.0
DEFB116,5374.0
DEFB118,5323.0
DEFB119,13427.0
DEFB121,7994.0
DEFB123,9626.0
DEFB124,11287.0
DEFB125,9845.0
DEFB126,3162.0
DEFB127,1710.0
DEFB128,1859.0
DEFB129,2629.0
DEFB130A,7355.0
DEFB130B,7359.0
DEFB131A,6253.0
DEFB131B,6109.0
DEFB132,3373.0
DEFB134,7579.0
DEFB135,2335.0
DEFB136,663.0
DEFB4A,2040.0
DEFB4B,2024.0
DEGS1,17686.0
DEGS2,15689.0
DEK,42138.0
DELE1,23101.0
DENND10,33899.0
DENND11,45439.0
DENND1A,550505.0
DENND1B,270959.0
DENND1C,15351.0
DENND2A,155576.0
DENND2B,217609.0
DENND2C,87604.0
DENND2D,18567.0
DENND3,78531.0
DENND4A,134248.0
DENND4B,17881.0
DENND4C,143847.0
DENND5A,127135.0
DENND5B,208945.0
DENND6A,67674.0
DENND6B,18492.0
DENR,18241.0
DEPDC1,23079.0
DEPDC1B,103283.0
DEPDC4,63421.0
DEPDC5,154167.0
DEPDC7,17707.0
DEPP1,7829.0
DEPTOR,177202.0
DERA,126098.0
DERL1,29237.0
DERL2,15558.0
DERL3,4626.0
DERPC,14579.0
DES,9266.0
DESI1,23054.0
DESI2,55943.0
DET1,52882.0
DEUP1,108517.0
DEXI,13578.0
DFFA,16028.0
DFFB,28163.0
DGAT1,12327.0
DGAT2,42031.0
DGAT2L6,28222.0
DGCR2,86182.0
DGCR6,8605.0
DGCR6L,5843.0
DGCR8,31843.0
DGKA,26709.0
DGKB,829785.0
DGKD,117621.0
DGKE,35465.0
DGKG,256594.0
DGKH,216543.0
DGKI,466056.0
DGKK,105446.0
DGKQ,28012.0
DGKZ,47650.0
DGLUCY,166886.0
DGUOK,32168.0
DHCR24,37581.0
DHCR7,24676.0
DHDDS,39041.0
DHDH,11271.0
DHFR,28758.0
DHFR2,15554.0
DHH,8146.0
DHODH,19077.0
DHPS,8484.0
DHRS1,9539.0
DHRS11,9009.0
DHRS12,36668.0
DHRS13,5299.0
DHRS2,15525.0
DHRS3,52225.0
DHRS4,15567.0
DHRS4L2,36535.0
DHRS7,25738.0
DHRS7B,69902.0
DHRS7C,20159.0
DHRS9,31380.0
DHRSX,283300.0
DHTKD1,54300.0
DHX15,67163.0
DHX16,19895.0
DHX29,51653.0
DHX30,48977.0
DHX32,60178.0
DHX33,28066.0
DHX34,33936.0
DHX35,77425.0
DHX36,51942.0
DHX37,42309.0
DHX38,19300.0
DHX40,44924.0
DHX57,78215.0
DHX58,11330.0
DHX8,126474.0
DHX9,48681.0
DIABLO,18669.0
DIAPH1,104040.0
DIAPH2,920286.0
DIAPH3,498346.0
DICER1,71783.0
DIDO1,60215.0
DIMT1,56660.0
DIO1,19848.0
DIO2,190232.0
DIO3,3314.0
DIP2A,113867.0
DIP2B,243696.0
DIP2C,415737.0
DIPK1A,128786.0
DIPK1B,12275.0
DIPK1C,23170.0
DIPK2A,76897.0
DIPK2B,52591.0
DIRAS1,6873.0
DIRAS2,33031.0
DIRAS3,5832.0
DIS3,29928.0
DIS3L,40682.0
DIS3L2,383106.0
DISC1,414483.0
DISP1,191529.0
DISP2,20403.0
DISP3,58679.0
DIXDC1,95510.0
DKC1,14956.0
DKK1,3762.0
DKK2,362005.0
DKK3,53742.0
DKK4,3167.0
DKKL1,13334.0
DLAT,39372.0
DLC1,521250.0
DLD,40569.0
DLEC1,84821.0
DLEU7,324576.0
DLG1,256771.0
DLG2,2173324.0
DLG3,60656.0
DLG4,32650.0
DLG5,136443.0
DLGAP1,959276.0
DLGAP2,205579.0
DLGAP3,64215.0
DLGAP4,222336.0
DLGAP5,43499.0
DLK1,12520.0
DLK2,6282.0
DLL1,24364.0
DLL3,9587.0
DLL4,9741.0
DLST,22076.0
DLX1,4938.0
DLX2,3463.0
DLX3,5220.0
DLX4,6372.0
DLX5,4555.0
DLX6,5488.0
DMAC1,91881.0
DMAC2,9400.0
DMAC2L,23258.0
DMAP1,7255.0
DMBT1,83098.0
DMBX1,26397.0
DMC1,51307.0
DMD,2241933.0
DMGDH,239065.0
DMKN,16474.0
DMP1,14082.0
DMPK,12844.0
DMRT1,127401.0
DMRT2,8564.0
DMRT3,15374.0
DMRTA1,8917.0
DMRTA2,5919.0
DMRTB1,8090.0
DMRTC1,71813.0
DMRTC1B,71914.0
DMRTC2,7591.0
DMTF1,43929.0
DMTN,33533.0
DMWD,9899.0
DMXL1,211367.0
DMXL2,175271.0
DNA2,58061.0
DNAAF1,33509.0
DNAAF10,34614.0
DNAAF11,105202.0
DNAAF2,10071.0
DNAAF3,8062.0
DNAAF4,97710.0
DNAAF5,59786.0
